GAME_ID,GAME_DATE,SEASON,MATCHUP,team_rows
22500415,2025-12-23,2025-26,DAL vs. DEN,0
22500416,2025-12-23,2025-26,MIN vs. NYK,0
22500417,2025-12-23,2025-26,OKC @ SAS,0
22500418,2025-12-23,2025-26,LAL @ PHX,0
22500419,2025-12-23,2025-26,MEM @ UTA,0
22500420,2025-12-23,2025-26,POR vs. ORL,0
22500421,2025-12-23,2025-26,DET @ SAC,0
22500422,2025-12-23,2025-26,LAC vs. HOU,0
22500009,2025-12-25,2025-26,NYK vs. CLE,0
22500010,2025-12-25,2025-26,OKC vs. SAS,0
22500011,2025-12-25,2025-26,GSW vs. DAL,0
22500012,2025-12-25,2025-26,HOU @ LAL,0
22500013,2025-12-25,2025-26,MIN @ DEN,0
22500424,2025-12-26,2025-26,ORL vs. CHA,0
22500425,2025-12-26,2025-26,WAS vs. TOR,0
22500426,2025-12-26,2025-26,IND vs. BOS,0
22500427,2025-12-26,2025-26,CHI vs. PHI,0
22500428,2025-12-26,2025-26,MIL @ MEM,0
22500429,2025-12-26,2025-26,PHX @ NOP,0
22500430,2025-12-26,2025-26,DET @ UTA,0
22500431,2025-12-26,2025-26,LAC @ POR,0
22500432,2025-12-27,2025-26,DAL @ SAC,0
22500433,2025-12-27,2025-26,ORL vs. DEN,0
22500434,2025-12-27,2025-26,NOP vs. PHX,0
22500435,2025-12-27,2025-26,ATL vs. NYK,0
22500436,2025-12-27,2025-26,MIA vs. IND,0
22500437,2025-12-27,2025-26,CHI vs. MIL,0
22500438,2025-12-27,2025-26,CLE @ HOU,0
22500439,2025-12-27,2025-26,BKN @ MIN,0
22500440,2025-12-27,2025-26,SAS vs. UTA,0
22500441,2025-12-28,2025-26,TOR vs. GSW,0
22500442,2025-12-28,2025-26,PHI @ OKC,0
22500443,2025-12-28,2025-26,MEM @ WAS,0
22500444,2025-12-28,2025-26,POR vs. BOS,0
22500445,2025-12-28,2025-26,LAC vs. DET,0
22500446,2025-12-28,2025-26,SAC @ LAL,0
22500447,2025-12-29,2025-26,CHA vs. MIL,0
22500448,2025-12-29,2025-26,WAS vs. PHX,0
22500449,2025-12-29,2025-26,GSW @ BKN,0
22500450,2025-12-29,2025-26,DEN @ MIA,0
22500451,2025-12-29,2025-26,ORL @ TOR,0
22500452,2025-12-29,2025-26,MIN @ CHI,0
22500453,2025-12-29,2025-26,HOU vs. IND,0
22500454,2025-12-29,2025-26,NOP vs. NYK,0
22500455,2025-12-29,2025-26,ATL @ OKC,0
22500456,2025-12-29,2025-26,SAS vs. CLE,0
22500457,2025-12-29,2025-26,DAL @ POR,0
22500458,2025-12-30,2025-26,PHI @ MEM,0
22500459,2025-12-30,2025-26,UTA vs. BOS,0
22500460,2025-12-30,2025-26,LAL vs. DET,0
22500461,2025-12-30,2025-26,SAC @ LAC,0
22500462,2025-12-31,2025-26,CHA vs. GSW,0
22500463,2025-12-31,2025-26,MIN @ ATL,0
22500464,2025-12-31,2025-26,ORL @ IND,0
22500465,2025-12-31,2025-26,CLE vs. PHX,0
22500466,2025-12-31,2025-26,CHI vs. NOP,0
22500467,2025-12-31,2025-26,NYK @ SAS,0
22500468,2025-12-31,2025-26,DEN @ TOR,0
22500469,2025-12-31,2025-26,WAS @ MIL,0
22500470,2025-12-31,2025-26,OKC vs. POR,0
22500471,2026-01-01,2025-26,BKN vs. HOU,0
22500472,2026-01-01,2025-26,DET vs. MIA,0
22500473,2026-01-01,2025-26,PHI @ DAL,0
22500474,2026-01-01,2025-26,SAC vs. BOS,0
22500475,2026-01-01,2025-26,LAC vs. UTA,0
22500476,2026-01-02,2025-26,SAS @ IND,0
22500477,2026-01-02,2025-26,BKN @ WAS,0
22500478,2026-01-02,2025-26,CLE vs. DEN,0
22500479,2026-01-02,2025-26,ATL @ NYK,0
22500480,2026-01-02,2025-26,ORL @ CHI,0
22500481,2026-01-02,2025-26,CHA @ MIL,0
22500482,2026-01-02,2025-26,NOP vs. POR,0
22500483,2026-01-02,2025-26,PHX vs. SAC,0
22500484,2026-01-02,2025-26,OKC @ GSW,0
22500485,2026-01-02,2025-26,LAL vs. MEM,0
22500486,2026-01-03,2025-26,MIN @ MIA,0
22500487,2026-01-03,2025-26,PHI @ NYK,0
22500488,2026-01-03,2025-26,TOR vs. ATL,0
22500489,2026-01-03,2025-26,CHA @ CHI,0
22500490,2026-01-03,2025-26,SAS vs. POR,0
22500491,2026-01-03,2025-26,DAL vs. HOU,0
22500492,2026-01-03,2025-26,GSW vs. UTA,0
22500493,2026-01-03,2025-26,LAC vs. BOS,0
22500494,2026-01-04,2025-26,CLE vs. DET,0
22500495,2026-01-04,2025-26,ORL vs. IND,0
22500496,2026-01-04,2025-26,DEN @ BKN,0
22500497,2026-01-04,2025-26,MIA vs. NOP,0
22500498,2026-01-04,2025-26,MIN @ WAS,0
22500499,2026-01-04,2025-26,PHX vs. OKC,0
22500500,2026-01-04,2025-26,MIL @ SAC,0
22500501,2026-01-04,2025-26,LAL vs. MEM,0
22500502,2026-01-05,2025-26,NYK @ DET,0
22500503,2026-01-05,2025-26,BOS vs. CHI,0
22500504,2026-01-05,2025-26,TOR vs. ATL,0
22500505,2026-01-05,2025-26,HOU vs. PHX,0
22500506,2026-01-05,2025-26,OKC vs. CHA,0
22500507,2026-01-05,2025-26,DEN @ PHI,0
22500508,2026-01-05,2025-26,LAC vs. GSW,0
22500509,2026-01-05,2025-26,POR vs. UTA,0
22500510,2026-01-06,2025-26,CLE @ IND,0
22500511,2026-01-06,2025-26,WAS vs. ORL,0
22500512,2026-01-06,2025-26,MEM vs. SAS,0
22500513,2026-01-06,2025-26,MIN vs. MIA,0
22500514,2026-01-06,2025-26,LAL @ NOP,0
22500515,2026-01-06,2025-26,DAL @ SAC,0
22500516,2026-01-07,2025-26,CHA vs. TOR,0
22500517,2026-01-07,2025-26,DET vs. CHI,0
22500518,2026-01-07,2025-26,PHI vs. WAS,0
22500519,2026-01-07,2025-26,NOP @ ATL,0
22500520,2026-01-07,2025-26,BOS vs. DEN,0
22500521,2026-01-07,2025-26,ORL @ BKN,0
22500522,2026-01-07,2025-26,LAC @ NYK,0
22500523,2026-01-07,2025-26,LAL @ SAS,0
22500524,2026-01-07,2025-26,PHX @ MEM,0
22500525,2026-01-07,2025-26,OKC vs. UTA,0
22500526,2026-01-07,2025-26,GSW vs. MIL,0
22500527,2026-01-07,2025-26,HOU @ POR,0
22500528,2026-01-08,2025-26,CHA vs. IND,0
22500530,2026-01-08,2025-26,MIN vs. CLE,0
22500531,2026-01-08,2025-26,DAL @ UTA,0
22500532,2026-01-09,2025-26,TOR @ BOS,0
22500533,2026-01-09,2025-26,PHI @ ORL,0
22500534,2026-01-09,2025-26,WAS vs. NOP,0
22500535,2026-01-09,2025-26,LAC @ BKN,0
22500536,2026-01-09,2025-26,MEM vs. OKC,0
22500537,2026-01-09,2025-26,ATL @ DEN,0
22500538,2026-01-09,2025-26,NYK @ PHX,0
22500539,2026-01-09,2025-26,GSW vs. SAC,0
22500540,2026-01-09,2025-26,HOU @ POR,0
22500541,2026-01-09,2025-26,LAL vs. MIL,0
22500542,2026-01-10,2025-26,MIN @ CLE,0
22500543,2026-01-10,2025-26,MIA @ IND,0
22500544,2026-01-10,2025-26,LAC @ DET,0
22500545,2026-01-10,2025-26,BOS vs. SAS,0
22500546,2026-01-10,2025-26,CHI vs. DAL,0
22500547,2026-01-10,2025-26,CHA @ UTA,0
22500548,2026-01-11,2025-26,ORL vs. NOP,0
22500549,2026-01-11,2025-26,BKN @ MEM,0
22500550,2026-01-11,2025-26,PHI @ TOR,0
22500551,2026-01-11,2025-26,NYK @ POR,0
22500552,2026-01-11,2025-26,SAS @ MIN,0
22500553,2026-01-11,2025-26,OKC vs. MIA,0
22500554,2026-01-11,2025-26,DEN vs. MIL,0
22500555,2026-01-11,2025-26,PHX vs. WAS,0
22500556,2026-01-11,2025-26,ATL @ GSW,0
22500557,2026-01-11,2025-26,SAC vs. HOU,0
22500558,2026-01-12,2025-26,UTA @ CLE,0
22500559,2026-01-12,2025-26,IND vs. BOS,0
22500560,2026-01-12,2025-26,PHI @ TOR,0
22500561,2026-01-12,2025-26,BKN @ DAL,0
22500562,2026-01-12,2025-26,LAL @ SAC,0
22500563,2026-01-12,2025-26,CHA @ LAC,0
22500564,2026-01-13,2025-26,MIA vs. PHX,0
22500565,2026-01-13,2025-26,CHI @ HOU,0
22500566,2026-01-13,2025-26,MIL vs. MIN,0
22500567,2026-01-13,2025-26,DEN @ NOP,0
22500568,2026-01-13,2025-26,OKC vs. SAS,0
22500569,2026-01-13,2025-26,ATL @ LAL,0
22500570,2026-01-13,2025-26,POR @ GSW,0
22500571,2026-01-14,2025-26,TOR @ IND,0
22500572,2026-01-14,2025-26,PHI vs. CLE,0
22500573,2026-01-14,2025-26,UTA @ CHI,0
22500574,2026-01-14,2025-26,NOP vs. BKN,0
22500575,2026-01-14,2025-26,DEN @ DAL,0
22500576,2026-01-14,2025-26,NYK @ SAC,0
22500577,2026-01-14,2025-26,WAS @ LAC,0
22500578,2026-01-15,2025-26,MEM @ ORL,0
22500579,2026-01-15,2025-26,DET vs. PHX,0
22500580,2026-01-15,2025-26,BOS @ MIA,0
22500581,2026-01-15,2025-26,OKC @ HOU,0
22500582,2026-01-15,2025-26,SAS vs. MIL,0
22500583,2026-01-15,2025-26,DAL vs. UTA,0
22500584,2026-01-15,2025-26,NYK @ GSW,0
22500585,2026-01-15,2025-26,POR vs. ATL,0
22500586,2026-01-15,2025-26,CHA @ LAL,0
22500587,2026-01-16,2025-26,CHI @ BKN,0
22500588,2026-01-16,2025-26,NOP @ IND,0
22500589,2026-01-16,2025-26,PHI vs. CLE,0
22500590,2026-01-16,2025-26,TOR vs. LAC,0
22500591,2026-01-16,2025-26,MIN @ HOU,0
22500592,2026-01-16,2025-26,WAS @ SAC,0
22500593,2026-01-17,2025-26,UTA @ DAL,0
22500594,2026-01-17,2025-26,ATL vs. BOS,0
22500595,2026-01-17,2025-26,IND @ DET,0
22500596,2026-01-17,2025-26,NYK vs. PHX,0
22500597,2026-01-17,2025-26,OKC @ MIA,0
22500598,2026-01-17,2025-26,MIN @ SAS,0
22500599,2026-01-17,2025-26,CHA @ GSW,0
22500600,2026-01-17,2025-26,WAS @ DEN,0
22500601,2026-01-17,2025-26,LAL @ POR,0
22500602,2026-01-18,2025-26,ORL @ MEM,0
22500603,2026-01-18,2025-26,BKN @ CHI,0
22500604,2026-01-18,2025-26,HOU vs. NOP,0
22500605,2026-01-18,2025-26,CHA @ DEN,0
22500606,2026-01-18,2025-26,SAC vs. POR,0
22500607,2026-01-18,2025-26,TOR @ LAL,0
22500014,2026-01-19,2025-26,MIL @ ATL,0
22500015,2026-01-19,2025-26,OKC @ CLE,0
22500016,2026-01-19,2025-26,NYK vs. DAL,0
22500017,2026-01-19,2025-26,DET vs. BOS,0
22500608,2026-01-19,2025-26,WAS vs. LAC,0
22500609,2026-01-19,2025-26,PHI vs. IND,0
22500610,2026-01-19,2025-26,PHX @ BKN,0
22500611,2026-01-19,2025-26,UTA @ SAS,0
22500612,2026-01-19,2025-26,MIA @ GSW,0
22500613,2026-01-20,2025-26,PHI vs. PHX,0
22500614,2026-01-20,2025-26,CHI vs. LAC,0
22500615,2026-01-20,2025-26,SAS @ HOU,0
22500616,2026-01-20,2025-26,UTA vs. MIN,0
22500617,2026-01-20,2025-26,DEN vs. LAL,0
22500618,2026-01-20,2025-26,TOR @ GSW,0
22500619,2026-01-20,2025-26,SAC vs. MIA,0
22500620,2026-01-21,2025-26,CLE @ CHA,0
22500621,2026-01-21,2025-26,BOS vs. IND,0
22500622,2026-01-21,2025-26,NYK vs. BKN,0
22500623,2026-01-21,2025-26,ATL @ MEM,0
22500624,2026-01-21,2025-26,DET @ NOP,0
22500625,2026-01-21,2025-26,OKC @ MIL,0
22500626,2026-01-21,2025-26,TOR @ SAC,0
22500627,2026-01-22,2025-26,ORL vs. CHA,0
22500628,2026-01-22,2025-26,PHI vs. HOU,0
22500629,2026-01-22,2025-26,WAS vs. DEN,0
22500630,2026-01-22,2025-26,DAL vs. GSW,0
22500631,2026-01-22,2025-26,CHI @ MIN,0
22500632,2026-01-22,2025-26,UTA vs. SAS,0
22500633,2026-01-22,2025-26,LAC vs. LAL,0
22500634,2026-01-22,2025-26,POR vs. MIA,0
22500635,2026-01-23,2025-26,DET vs. HOU,0
22500636,2026-01-23,2025-26,ATL vs. PHX,0
22500637,2026-01-23,2025-26,BKN vs. BOS,0
22500638,2026-01-23,2025-26,CLE vs. SAC,0
22500639,2026-01-23,2025-26,MEM vs. NOP,0
22500640,2026-01-23,2025-26,DEN @ MIL,0
22500641,2026-01-23,2025-26,IND @ OKC,0
22500642,2026-01-23,2025-26,TOR @ POR,0
22500643,2026-01-24,2025-26,NYK @ PHI,0
22500645,2026-01-24,2025-26,WAS @ CHA,0
22500646,2026-01-24,2025-26,ORL vs. CLE,0
22500647,2026-01-24,2025-26,BOS @ CHI,0
22500648,2026-01-24,2025-26,LAL @ DAL,0
22500649,2026-01-24,2025-26,UTA vs. MIA,0
22500644,2026-01-25,2025-26,MIN vs. GSW,0
22500650,2026-01-25,2025-26,DET vs. SAC,0
22500653,2026-01-25,2025-26,TOR @ OKC,0
22500654,2026-01-25,2025-26,NOP @ SAS,0
22500655,2026-01-25,2025-26,PHX vs. MIA,0
22500656,2026-01-25,2025-26,BKN @ LAC,0
22500657,2026-01-26,2025-26,PHI @ CHA,0
22500658,2026-01-26,2025-26,ORL @ CLE,0
22500659,2026-01-26,2025-26,ATL vs. IND,0
22500660,2026-01-26,2025-26,POR @ BOS,0
22500661,2026-01-26,2025-26,CHI vs. LAL,0
22500662,2026-01-26,2025-26,MEM @ HOU,0
22500663,2026-01-26,2025-26,GSW @ MIN,0
22500664,2026-01-27,2025-26,POR @ WAS,0
22500665,2026-01-27,2025-26,SAC @ NYK,0
22500666,2026-01-27,2025-26,MIL @ PHI,0
22500667,2026-01-27,2025-26,NOP @ OKC,0
22500668,2026-01-27,2025-26,DEN vs. DET,0
22500669,2026-01-27,2025-26,PHX vs. BKN,0
22500670,2026-01-27,2025-26,UTA vs. LAC,0
22500671,2026-01-28,2025-26,LAL @ CLE,0
22500672,2026-01-28,2025-26,CHI @ IND,0
22500673,2026-01-28,2025-26,BOS vs. ATL,0
22500674,2026-01-28,2025-26,MIA vs. ORL,0
22500675,2026-01-28,2025-26,NYK @ TOR,0
22500676,2026-01-28,2025-26,CHA @ MEM,0
22500677,2026-01-28,2025-26,MIN @ DAL,0
22500678,2026-01-28,2025-26,UTA vs. GSW,0
22500679,2026-01-28,2025-26,SAS @ HOU,0
22500529,2026-01-29,2025-26,MIA @ CHI,0
22500680,2026-01-29,2025-26,SAC @ PHI,0
22500681,2026-01-29,2025-26,MIL @ WAS,0
22500682,2026-01-29,2025-26,HOU @ ATL,0
22500683,2026-01-29,2025-26,DAL vs. CHA,0
22500684,2026-01-29,2025-26,BKN @ DEN,0
22500685,2026-01-29,2025-26,DET @ PHX,0
22500686,2026-01-29,2025-26,OKC @ MIN,0
22500687,2026-01-30,2025-26,ORL vs. TOR,0
22500688,2026-01-30,2025-26,LAL @ WAS,0
22500689,2026-01-30,2025-26,BOS vs. SAC,0
22500690,2026-01-30,2025-26,NYK vs. POR,0
22500691,2026-01-30,2025-26,MEM @ NOP,0
22500693,2026-01-30,2025-26,PHX vs. CLE,0
22500694,2026-01-30,2025-26,UTA vs. BKN,0
22500695,2026-01-30,2025-26,LAC @ DEN,0
22500696,2026-01-30,2025-26,GSW vs. DET,0
22500692,2026-01-31,2025-26,CHI @ MIA,0
22500697,2026-01-31,2025-26,SAS @ CHA,0
22500698,2026-01-31,2025-26,ATL @ IND,0
22500699,2026-01-31,2025-26,PHI vs. NOP,0
22500700,2026-01-31,2025-26,MIN @ MEM,0
22500701,2026-01-31,2025-26,HOU vs. DAL,0
22500702,2026-02-01,2025-26,BOS vs. MIL,0
22500703,2026-02-01,2025-26,ORL @ SAS,0
22500704,2026-02-01,2025-26,BKN @ DET,0
22500705,2026-02-01,2025-26,MIA vs. CHI,0
22500706,2026-02-01,2025-26,UTA @ TOR,0
22500707,2026-02-01,2025-26,WAS vs. SAC,0
22500708,2026-02-01,2025-26,NYK vs. LAL,0
22500709,2026-02-01,2025-26,LAC @ PHX,0
22500710,2026-02-01,2025-26,POR vs. CLE,0
22500711,2026-02-01,2025-26,DEN vs. OKC,0
22500712,2026-02-02,2025-26,CHA vs. NOP,0
22500713,2026-02-02,2025-26,HOU @ IND,0
22500714,2026-02-02,2025-26,MIN @ MEM,0
22500715,2026-02-02,2025-26,LAC vs. PHI,0
22500716,2026-02-03,2025-26,DET vs. DEN,0
22500717,2026-02-03,2025-26,IND vs. UTA,0
22500718,2026-02-03,2025-26,NYK @ WAS,0
22500719,2026-02-03,2025-26,LAL @ BKN,0
22500720,2026-02-03,2025-26,ATL @ MIA,0
22500721,2026-02-03,2025-26,DAL vs. BOS,0
22500722,2026-02-03,2025-26,MIL vs. CHI,0
22500723,2026-02-03,2025-26,OKC vs. ORL,0
22500724,2026-02-03,2025-26,PHI @ GSW,0
22500725,2026-02-03,2025-26,POR vs. PHX,0
22500726,2026-02-04,2025-26,DEN @ NYK,0
22500727,2026-02-04,2025-26,MIN @ TOR,0
22500728,2026-02-04,2025-26,HOU vs. BOS,0
22500729,2026-02-04,2025-26,NOP @ MIL,0
22500730,2026-02-04,2025-26,OKC @ SAS,0
22500731,2026-02-04,2025-26,SAC vs. MEM,0
22500732,2026-02-04,2025-26,CLE @ LAC,0
22500733,2026-02-05,2025-26,DET vs. WAS,0
22500734,2026-02-05,2025-26,ORL vs. BKN,0
22500735,2026-02-05,2025-26,ATL vs. UTA,0
22500736,2026-02-05,2025-26,TOR vs. CHI,0
22500737,2026-02-05,2025-26,HOU vs. CHA,0
22500738,2026-02-05,2025-26,DAL vs. SAS,0
22500739,2026-02-05,2025-26,GSW @ PHX,0
22500740,2026-02-05,2025-26,PHI @ LAL,0
22500741,2026-02-06,2025-26,MIA @ BOS,0
22500742,2026-02-06,2025-26,NYK @ DET,0
22500743,2026-02-06,2025-26,MIL vs. IND,0
22500744,2026-02-06,2025-26,MIN vs. NOP,0
22500745,2026-02-06,2025-26,MEM @ POR,0
22500746,2026-02-06,2025-26,LAC @ SAC,0
22500747,2026-02-07,2025-26,WAS @ BKN,0
22500748,2026-02-07,2025-26,OKC vs. HOU,0
22500749,2026-02-07,2025-26,DAL @ SAS,0
22500750,2026-02-07,2025-26,ORL vs. UTA,0
22500751,2026-02-07,2025-26,CHA @ ATL,0
22500752,2026-02-07,2025-26,CHI vs. DEN,0
22500753,2026-02-07,2025-26,LAL vs. GSW,0
22500754,2026-02-07,2025-26,PHI @ PHX,0
22500755,2026-02-07,2025-26,MEM @ POR,0
22500756,2026-02-07,2025-26,SAC vs. CLE,0
22500757,2026-02-08,2025-26,BOS vs. NYK,0
22500758,2026-02-08,2025-26,WAS vs. MIA,0
22500759,2026-02-08,2025-26,TOR vs. IND,0
22500760,2026-02-08,2025-26,LAC @ MIN,0
22500761,2026-02-09,2025-26,CHA vs. DET,0
22500762,2026-02-09,2025-26,BKN vs. CHI,0
22500763,2026-02-09,2025-26,UTA @ MIA,0
22500764,2026-02-09,2025-26,MIL @ ORL,0
22500765,2026-02-09,2025-26,ATL @ MIN,0
22500766,2026-02-09,2025-26,SAC @ NOP,0
22500767,2026-02-09,2025-26,DEN vs. CLE,0
22500768,2026-02-09,2025-26,GSW vs. MEM,0
22500769,2026-02-09,2025-26,LAL vs. OKC,0
22500770,2026-02-09,2025-26,PHI @ POR,0
22500771,2026-02-10,2025-26,IND @ NYK,0
22500772,2026-02-10,2025-26,LAC @ HOU,0
22500773,2026-02-10,2025-26,DAL @ PHX,0
22500774,2026-02-10,2025-26,SAS @ LAL,0
22500775,2026-02-11,2025-26,CHA vs. ATL,0
22500776,2026-02-11,2025-26,WAS @ CLE,0
22500777,2026-02-11,2025-26,ORL vs. MIL,0
22500778,2026-02-11,2025-26,CHI @ BOS,0
22500779,2026-02-11,2025-26,IND @ BKN,0
22500780,2026-02-11,2025-26,NYK @ PHI,0
22500781,2026-02-11,2025-26,DET @ TOR,0
22500782,2026-02-11,2025-26,HOU vs. LAC,0
22500783,2026-02-11,2025-26,POR @ MIN,0
22500784,2026-02-11,2025-26,NOP vs. MIA,0
22500785,2026-02-11,2025-26,OKC @ PHX,0
22500786,2026-02-11,2025-26,SAC @ UTA,0
22500787,2026-02-11,2025-26,MEM @ DEN,0
22500788,2026-02-11,2025-26,SAS @ GSW,0
22500789,2026-02-12,2025-26,OKC vs. MIL,0
22500790,2026-02-12,2025-26,POR @ UTA,0
22500791,2026-02-12,2025-26,DAL @ LAL,0
22500792,2026-02-19,2025-26,HOU @ CHA,0
22500793,2026-02-19,2025-26,CLE vs. BKN,0
22500794,2026-02-19,2025-26,ATL @ PHI,0
22500795,2026-02-19,2025-26,IND @ WAS,0
22500796,2026-02-19,2025-26,NYK vs. DET,0
22500797,2026-02-19,2025-26,CHI vs. TOR,0
22500798,2026-02-19,2025-26,PHX @ SAS,0
22500799,2026-02-19,2025-26,GSW vs. BOS,0
22500800,2026-02-19,2025-26,ORL @ SAC,0
22500801,2026-02-19,2025-26,DEN @ LAC,0
22500802,2026-02-20,2025-26,CLE @ CHA,0
22500803,2026-02-20,2025-26,IND @ WAS,0
22500804,2026-02-20,2025-26,MEM vs. UTA,0
22500805,2026-02-20,2025-26,MIA @ ATL,0
22500806,2026-02-20,2025-26,DAL @ MIN,0
22500807,2026-02-20,2025-26,MIL @ NOP,0
22500808,2026-02-20,2025-26,BKN @ OKC,0
22500809,2026-02-20,2025-26,LAL vs. LAC,0
22500810,2026-02-20,2025-26,DEN @ POR,0
22500811,2026-02-21,2025-26,PHX vs. ORL,0
22500812,2026-02-21,2025-26,PHI @ NOP,0
22500813,2026-02-21,2025-26,MIA vs. MEM,0
22500814,2026-02-21,2025-26,DET @ CHI,0
22500815,2026-02-21,2025-26,SAC @ SAS,0
22500816,2026-02-21,2025-26,HOU @ NYK,0
